1,30,30000,0.03333333333333333,0.5,200,10000,1,0,-3.74,-3.74,-5.209,-4.451,-4.45,0.146,370,2832,3654,3767,7227,9047,9577,10181,10406,11203,12149,14074,14319,16046,16118,16421,16816,17958,18150,19123,19784,19845,20929,21080,21162,21714,24507,24555,24649,26253
5,30,30000,0.03333333333333333,0.5,200,10000,5,0,-3.388,-3.388,-4.849,-4.444,-4.458,0.159,473,895,1238,2360,2547,2859,2894,6776,7681,8998,9311,9384,9849,10052,11514,11661,13536,17111,19018,20010,21952,22264,22533,23411,23464,24687,24890,25230,25353,26253
3,30,30000,0.03333333333333333,0.5,200,10000,3,0,-3.851,-3.851,-4.808,-4.431,-4.438,0.153,20,1011,1200,1853,2001,2189,2450,2561,4028,4243,4915,6471,7652,7895,8981,11703,11708,13592,13822,13977,16239,16369,16434,17011,18261,18362,18530,21065,25346,26271
6,30,30000,0.03333333333333333,0.5,200,10000,6,0,-4.021,-4.021,-4.963,-4.442,-4.427,0.166,6,887,1780,1934,2262,3930,6104,6602,6837,6858,7942,10047,10366,11573,12539,13375,14114,18356,18463,18894,18953,19845,19913,20153,20465,21476,24395,24708,25906,25978
2,30,30000,0.03333333333333333,0.5,200,10000,2,0,-3.773,-3.773,-5.067,-4.435,-4.428,0.153,1751,1999,2159,3047,4265,4916,7901,8308,8479,8576,9885,10203,12586,14077,14199,14785,15013,15495,16538,16544,17272,18231,18306,20309,21799,22399,24333,24995,25816,26254
4,30,30000,0.03333333333333333,0.5,200,10000,4,0,5.654,5.654,-4.951,-4.395,-4.449,0.729,1459,1981,2437,4182,5480,6267,7052,8791,8829,9177,10323,11092,12851,12936,13762,15223,16265,17302,20301,20573,20813,21053,21454,21862,21900,22477,22539,25127,26250,26260
0,30,30000,0.03333333333333333,0.5,200,10000,0,0,-3.959,-3.959,-4.941,-4.439,-4.431,0.14,1904,1965,3441,3530,6330,7083,8164,8679,8724,8784,8849,9328,9628,11050,11769,12160,13656,14573,16124,16878,19311,20090,21828,21858,22753,22843,23438,24623,25371,25543
4,30,30000,0.03333333333333333,0.5,200,10000,4,1,5.654,5.654,-4.723,-4.305,-4.376,0.719,1459,1981,2437,4182,5480,6267,7052,8791,8829,9177,10323,11092,12851,12936,13762,15223,16265,17302,20301,20573,20813,21053,21454,21862,21900,22477,22539,25127,26250,26260
6,30,30000,0.03333333333333333,0.5,200,10000,6,1,-4.021,-4.034,-4.722,-4.361,-4.353,0.126,6,887,1780,1934,2262,3930,6104,6602,6837,6858,7942,10047,10366,11573,12539,13375,14114,18356,18463,18894,18953,19845,19913,20153,20465,21476,24395,24708,25906,25978
5,30,30000,0.03333333333333333,0.5,200,10000,5,1,-3.376,-3.376,-4.641,-4.361,-4.382,0.151,473,895,1238,2360,2547,2859,2894,6776,7681,8998,9311,9384,9849,10052,11514,13536,17111,19018,20010,20969,21952,22264,22533,23411,23464,24687,24890,25230,25353,26253
2,30,30000,0.03333333333333333,0.5,200,10000,2,1,-3.736,-3.736,-4.653,-4.357,-4.352,0.13,239,995,1751,2173,6731,7011,7901,8479,8576,10807,12586,14077,14199,16538,17272,17363,17651,20075,20309,21367,21952,22279,23616,24333,24856,24995,25349,25426,25816,26254
1,30,30000,0.03333333333333333,0.5,200,10000,1,1,-3.684,-3.684,-4.741,-4.376,-4.379,0.133,370,1126,2832,3654,3767,7227,9577,10181,10406,11203,12149,14074,14319,16046,16118,16421,16816,17958,18150,19123,19784,19845,20929,21162,21714,24507,24555,24649,25688,26253
0,30,30000,0.03333333333333333,0.5,200,10000,0,1,-3.959,-3.975,-4.693,-4.37,-4.37,0.119,1904,1965,3441,3530,6330,7083,8164,8679,8724,8784,8849,9328,9628,11050,11769,12160,13656,14573,16124,16878,19311,20090,21828,21858,22753,22843,23438,24623,25371,25543
3,30,30000,0.03333333333333333,0.5,200,10000,3,1,-3.851,-3.887,-4.782,-4.341,-4.338,0.14,20,1011,1200,1853,2001,2189,2450,2561,4028,4243,4915,6471,7652,7895,8981,11703,11708,13592,13822,13977,16239,16369,16434,17011,18261,18362,18530,21065,25346,26271
4,30,30000,0.03333333333333333,0.5,200,10000,4,2,5.654,5.651,-4.642,-4.124,-4.288,1.208,1459,1981,2437,4182,5480,6267,7052,8791,8829,9177,10323,11092,12851,12936,13762,15223,16265,17302,20301,20573,20813,21053,21454,21862,21900,22477,22539,25127,26250,26260
2,30,30000,0.03333333333333333,0.5,200,10000,2,2,-3.736,-3.736,-4.642,-4.284,-4.298,0.127,239,995,1751,2173,6731,7011,7901,8479,8576,10807,12586,14077,14199,16538,17272,17363,17651,20075,20309,21367,21952,22279,23616,24333,24856,24995,25349,25426,25816,26254
6,30,30000,0.03333333333333333,0.5,200,10000,6,2,-3.968,-3.968,-4.649,-4.299,-4.303,0.121,514,1989,3268,3353,4380,4671,5036,6704,7115,9728,9827,10094,10323,10349,11158,13191,13701,15710,17103,17297,19936,19974,20548,21226,21801,22453,23177,23597,23721,24603
0,30,30000,0.03333333333333333,0.5,200,10000,0,2,-3.93,-3.93,-4.616,-4.309,-4.321,0.119,1168,1350,1904,1965,3530,4248,4620,4828,5884,6330,8164,8784,9628,10764,11050,11503,11900,13266,15567,16124,17139,18513,19311,21858,22843,23438,23440,23704,23937,25371
5,30,30000,0.03333333333333333,0.5,200,10000,5,2,-3.364,-3.364,-4.589,-4.293,-4.312,0.15,473,895,1238,2360,2859,2894,5362,6776,7681,8998,9311,9384,9849,10052,11514,13536,17111,19018,20010,20969,21952,22264,22533,23411,23464,24687,24890,25230,25353,26253
1,30,30000,0.03333333333333333,0.5,200,10000,1,2,-3.684,-3.967,-4.631,-4.335,-4.341,0.126,370,1126,2832,3654,3767,7227,9577,10181,10406,11203,12149,14074,14319,16046,16118,16421,16816,17958,18150,19123,19784,19845,20929,21162,21714,24507,24555,24649,25688,26253
3,30,30000,0.03333333333333333,0.5,200,10000,3,2,-3.662,-3.662,-4.609,-4.261,-4.283,0.148,1792,2210,2900,3288,5089,5912,7095,8286,8397,9630,12298,12422,12901,13450,13704,14928,15794,17906,18026,19162,20741,22003,23253,23828,24317,24392,24476,24542,25463,26233
4,30,30000,0.03333333333333333,0.5,200,10000,4,3,5.849,5.849,-4.829,-3.994,-4.205,1.386,699,2525,2983,4681,4716,5747,5887,7052,9763,9849,10801,10878,11483,12851,13254,18660,18759,18785,19110,19980,20130,21438,21454,21845,22131,22477,22744,24254,26250,26260
